,Ck,Ca,Ke,Ge
incipient,-0.618468328448281,0.302101072716502,222493.57001474506,-1.0064962024036497
intensification,-1.4997485444438134,0.6101234988471732,247624.5577449568,1.4448895584784047
mature,-2.2425128716008884,0.6331257988682542,251955.43648056767,1.1322858221650698
decay,-1.7335817574805548,0.4083286996389365,213410.16054745024,0.25839611513475635
residual,-1.805426719823374,0.5694478473442919,230220.48725256967,1.652973681778174
