,Ck,Ca,Ke,Ge
incipient,-5.249800570635682,1.6750670437355217,443077.3201471206,0.1117579588644757
intensification,-9.83443977575984,3.3148886107391577,809993.8785984458,5.788761159968888
mature,-12.797816644533611,2.39224674535683,1011420.6600980907,2.940305811328474
decay,-4.444798260682692,0.780944006384604,444396.9661432037,0.49089152050649804
