,Ck,Ca,Ke,Ge
incipient,-1.937102300440564,0.7961378030893889,301142.0520744927,-0.40116004756583507
intensification,-4.705642390420784,1.706259088136072,466792.49290640623,3.13452296782265
mature,-6.040430027292636,1.4274205254004908,562824.6636172215,2.0870519366101514
decay,-4.588503917259745,0.8315612945502602,425799.466687214,0.9749868697337657
