,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,BΦZ,BΦE,Gz,Ge,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RKz,RGe,RKe
incipient,603587.0398140191,85625.60464083978,3726608.2130135424,237785.8637005675,2.152879495849279,0.09078976611731591,-3.5688091217658813,-0.33164277398224007,-5.362722224651171,2.565148865598611,-29.46765006227979,5.396897212800454,-15.585901254944396,-43.413700625725575,-0.7683216815136097,-2.240755663451917,4.683640858163226,-0.6963873333093762,8.352524998423867,0.05919771635909177,12.29003234478099,39.23610468662026,-3.6839687390075433,-8.574865844225002
intensification,1096022.8323787656,95297.26782590897,4456356.7143687075,320741.2899631828,-1.5012695283751731,-0.6066093552984752,-2.006156056096747,-0.5978387914897334,-4.563488433202888,3.860278007385632,18.7088817899044,9.901364032258387,-55.65384289570201,-61.035283716009644,-1.5417302238049053,-0.172468248615202,3.255680697643668,0.9932788210498978,-1.8741044234083972,3.0983793408365172,5.711290247172907,-17.075560628840876,-2.8582286225269926,-8.211301956028885
mature,1234114.4881855946,349024.6290654273,3213432.9328216896,1226225.7755182274,5.355423986786567,-3.999994868872572,-2.710654490415178,-5.24485837531885,-15.878600280597238,22.484152363462385,39.402149899705584,36.59332176969356,-143.40133116759532,-160.70033631017432,-5.0488777310082575,-5.868288836954347,-9.002753301333463,2.5273719608753473,-8.929771223531084,11.939000792517813,8.23127609717777,-50.976690619608064,-21.201643909033322,-22.120117092272075
decay,831175.99171653,436790.4797211688,2570744.3177996553,1571570.248932591,9.65749929984976,-4.0811787171206975,-14.990535333921523,-7.497974814034909,-12.003785439311459,14.722577533189847,34.64270437618596,6.106104598677104,-113.61627758769352,-137.925253335505,-9.473283089603454,0.4198372710401396,-13.762734233839012,-1.2751198322667032,-35.08268720085047,6.468633941967284,3.8173717882015126,-64.39235554296467,-19.414493462370764,-7.130031176596433
