,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,BΦZ,BΦE,Gz,Ge,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RKz,RGe,RKe
incipient,805172.4325319084,154364.76482498756,3392589.1736631333,769744.075868446,5.930996415394798,2.3200237667383368,-14.975131521380932,7.499532968361036,8.808014667472156,-3.9486695148479583,-42.78185540846095,10.544861156897689,94.78001838976468,13.05315247188011,-3.2702246676479705,-8.34356193747115,-6.249714895961871,-1.592198974162594,-6.373155430323376,-1.262795598232737,-6.806709381300892,45.452835084123706,7.535979742308063,-34.28232124487239
intensification,574741.4668144431,120304.83974640295,2993199.82773716,687812.8575704197,3.804226785833783,0.29588507283641885,-7.471785991700115,0.8092018263534658,5.497378956407678,-0.42133882625978153,-38.002232778150564,13.900735325544096,100.08412266951697,59.19685698370936,-2.708291650531856,0.2457677249441989,-4.41316276391412,-0.1793949563974926,-12.13754712193932,-2.2620301894320964,-5.810429861651595,29.53224486207757,0.7552606233793355,-24.443753333029772
mature,346119.06225980824,157298.60491130376,2080029.4221159576,456656.43345892534,7.038042238909631,-1.572436109668649,-2.9839329220150153,-8.21044393124969,-4.392468096660142,1.009913842181486,-1.6728181080403246,-0.6029044101180727,-49.409222525145296,-74.98869514883398,0.5355301611061836,-2.4084099082165054,-3.549482057214461,1.128878433016065,-17.84168932074929,-6.349798014753665,6.308592168686664,-20.222980529603582,-6.519043230746462,-0.5203825954009177
decay,121653.10657339776,118605.57923289754,798030.507053748,239188.6475166937,1.5558911899363446,-0.28082279051744446,-0.7158741748601255,-0.11039393260281867,-1.0264953034668132,0.04282733728725742,6.936122516423967,-0.27277372697280877,-23.45812243064978,-15.67433228415085,0.27191335110917814,0.008733001320157752,-1.0924946476295379,-0.5971362202358117,-5.953129948860301,-0.6081070081623042,1.2090690552561754,-13.729269480360486,-0.46953469960844324,-0.9408135234468024
