,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,BΦZ,BΦE,Gz,Ge,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RKz,RGe,RKe
incipient,414612.97941097495,94223.77350379576,1309998.309329101,161857.96527717944,0.9906871437438708,0.11589873802130272,-2.2514678644838013,0.30831014060544637,1.5707433626336063,-0.1797501182191829,-9.40686243302667,-1.199216818307098,5.783119733811771,-7.35095858867648,2.0995513828873107,0.811967613953321,3.667549836947462,0.5219679272348738,-5.314841833449828,1.03032784283142,3.2033923560790294,5.3528013203167735,0.8941294480382003,-0.3302333439507298
intensification,361084.1401162164,69067.28696640635,1222249.5876536635,261637.50060443213,0.18734509535445437,0.3121245442775474,-4.16474877221352,4.632868550816925,-0.2784116822562111,-0.7657213658368157,-7.123076396134485,-1.096000354235513,5.131913869537562,-9.919171017314715,0.3414929676111888,4.189376631904314,-0.6228354442840343,-0.14529113384668157,-0.20943540150358958,1.0022029782385904,0.15504587760417862,10.891044671489967,4.941174238529511,-6.699413990556342
mature,305636.7107965537,49991.88252139498,1200797.5288145235,387659.5595481205,1.811461881554594,0.14703672765676257,-1.6884834205884311,1.7175132727756732,0.19894221338925525,-0.5412509070823183,2.0308795326404785,2.423567606202239,9.684260146104224,6.885229773689281,1.4357847489735454,1.4228389575523934,-0.9515628234720808,-0.275409773541115,-0.6362856708081436,1.3625942338684147,0.8079935723500206,-2.790143664414785,1.8363176786601139,-4.466970065697929
decay,676282.1394717761,124555.7276149423,3311408.126397797,412818.9854641022,0.018950618514758374,1.317843554884286,-2.2225508103377805,7.136292547145286,13.708140527907368,-0.8891204387872026,-31.126613061341747,4.339013723972193,92.34005143379231,61.3636345547137,-0.6636692038851073,3.443202026002195,3.699029660508868,-0.01696207844661485,11.197570756504003,-1.0558580915208955,-8.672316693999456,44.52778400966879,6.69060735260159,-14.753715172976156
