,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,BΦZ,BΦE,Gz,Ge,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RKz,RGe,RKe
intensification,460947.6873258646,153227.46953814884,2633805.4645478018,574008.3991005195,3.4986371095446254,1.769220426608468,-8.54280574965894,5.744287002132245,0.20004228806565455,-5.125272554466068,-23.203806843327477,17.169347081601966,111.50119922116639,126.91881680064226,3.000292677489164,1.2021463173121634,4.96322613698829,0.1046607343582481,2.136291935834856,2.4773818477344802,10.031041385075728,30.384267419276643,9.204999864348093,-28.979057985658667
mature,480015.28914668673,152009.0979626287,2465120.561598205,538610.3455569479,-5.095877483535212,1.9003041305102824,-8.720064683778345,8.607083617274505,0.4826657577430361,-5.025839649808198,-24.132841920389076,-5.165683297434699,161.9979034734712,149.15792306545694,-2.4961349879953185,5.9209464613532194,-4.235856724539367,-0.6679632708053477,-10.725800701720733,-4.996042651935953,-7.914095835307332,27.222983385981898,11.064655865767072,-17.157507655554102
decay,374535.7061388094,169290.6730186172,2025392.2268416907,449745.36470244575,0.9174144718100264,2.5711386120521684,-10.135927887064573,3.2814323554730325,4.896534160003399,-6.157173650919236,-40.78322239959105,-3.0732536594511544,190.31664231637032,185.26631630240078,1.1436563513462026,1.0598968042181796,0.11386876370542487,0.5688759002442431,-5.502216981542588,-0.7045100087315198,-1.294112312435781,44.499518833303,7.436343294584343,-11.04861659181797
