,Ck,Ca,Ke,Ge
intensification,-1.199174173062032,0.43344458260803176,227344.44405469843,0.42743113213815964
mature,-1.7900086221183367,0.36104917014342297,206983.5790401438,0.7886309714384556
decay,-1.9444024022443944,0.3317864689045533,191377.57138799626,0.4810970778096528
