,Ck,Ca,Ke,Ge
intensification,-3.696958152119736,1.3292742936287492,439526.54207014723,1.56691647687118
mature,-4.5308127862542,0.9447420894558876,413290.74585755926,1.4619190743589814
decay,-2.88631330178026,0.5985735260822429,306720.858036434,0.5802482669683681
