,Ck,Ca,Ke,Ge
incipient,-1.476462892031265,0.5872495006054728,256214.67039759282,-0.8798855713970543
intensification,-3.313826073974673,1.440239738463589,442940.63735303713,3.006112798185349
mature,-5.454424906480007,1.379294457168528,507373.6275106238,1.6203370424052594
decay,-6.436888054962507,1.1753954158031004,449104.3198273465,0.5603694607238808
residual,-8.192010974197178,1.977141318728474,539705.4665693425,2.270543055459819
