,Ck,Ca,Ke,Ge
incipient,-3.6541734928198037,0.5633657649588457,339914.4072690409,-0.2320808274535617
intensification,-11.515221857638458,2.72550327139499,636241.5574640402,3.633178679829383
mature,-16.959799579959128,3.268806091313494,885880.136011886,2.3987946823995996
decay,-10.070186544751017,1.917819267624556,815056.9158864226,0.6132645598858992
intensification 2,-11.848294801697618,3.070422394493723,951169.8557813782,1.3220286222464268
mature 2,-15.551690513554842,2.3680734688746656,912633.0367742827,0.5462122171011413
decay 2,-5.74375933014133,0.873625007722118,545199.9738038959,0.5921533429117959
