,Ck,Ca,Ke,Ge
incipient,-1.373437488966152,0.3594372663246664,264227.91519871674,-0.6329051293712482
intensification,-3.2948894806433846,0.8545927240645299,335517.2792743141,2.3799207766444543
mature,-4.4583055412432975,0.7753287346447723,330153.0845920469,1.4622871789219993
decay,-3.433938326605774,0.5400011001221032,270981.67187851097,0.5246012466373058
intensification 2,-3.2071459333308026,0.7957284403241753,259813.84189940308,0.9652542452153192
mature 2,-3.2499941762071374,0.3236942388079863,230653.371168511,0.3674349922404205
decay 2,-1.3868141209078988,0.03088425504036968,215969.40719023912,0.11478568062886221
