,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,BΦZ,BΦE,Gz,Ge,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RKz,RGe,RKe
incipient,1202207.2334772258,59035.21115796978,2902855.5249691904,175489.29264699502,12.147334579887685,1.0130506883959602,-4.102400208615761,2.7442914007860573,12.35384451058829,-0.0068294146110569704,-28.95781189263562,-3.0187111137217264,-41.690763400769335,-112.21564152008467,4.586371084906684,-1.6031557090128759,2.2612214388209577,-0.7199740626731659,5.94136926565093,-0.230458433321627,3.067762196516313,26.85424678701462,1.0180960643279882,-4.058438929001719
intensification,931824.6383096044,110158.82932347398,3316235.5635172576,341913.52776754554,0.7549192230096466,1.9926197830723773,-4.322113829623529,4.9545874633748355,2.70903901729713,-2.5244266901128527,-31.369478723537917,10.643777318604911,87.23077525942057,4.7953946804153595,-0.81519533729432,1.0346976580078608,-4.862687303086206,1.2864061952847015,11.248450598035546,1.2494839711695047,-4.824187314301313,46.18512392818735,6.7728005657000105,-18.670994640433772
mature,586951.4017753344,194332.10416196115,4395121.904621064,261111.16082695304,-8.071234144926201,1.7038218996647567,-0.3881792285410525,8.778867549844291,0.16671102293685983,-6.0035489063169285,-19.89684522138108,8.537310800477274,306.2446760811557,315.6525213974621,-4.131338768479952,4.802338068058837,-3.664277160171024,-0.8578771717630417,1.074300317590507,-3.7627016931819295,-10.19840042836933,29.43055891243884,12.22071738473342,-21.467059272044548
decay,473794.1537623773,71261.4762917641,3754408.5796896643,111322.43551317725,-2.7459180710497666,0.1352721959155437,0.04505381693294687,2.2059858682598636,2.0250876413791588,-0.9513922159427494,16.77201369714797,-0.1748198937955432,64.55778982684276,78.79043815691008,-2.0950419445464292,2.0043812233285596,-1.4469037786519676,-1.4011789120876188,-7.11292228742287,-1.53334205942212,-6.082637295165351,-21.184071730454022,1.62092697619945,-3.519454216953494
