,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,BΦZ,BΦE,Gz,Ge,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RKz,RGe,RKe
incipient,771644.4088014938,157146.66497317556,2842532.8074981067,150156.8545645211,1.7279739910563932,-1.006385109811645,2.2705072826504566,-0.6060726542363356,-3.440549083444183,6.872208966785584,8.526856024252233,6.457231477761041,-125.68833989588933,-129.11622621762916,-0.3068851682311561,-0.46969961606637556,3.264326555497049,1.2951717617924972,-4.095207519717617,1.2231223765841392,7.426464520185981,-16.6205448176767,-5.176724749417778,-2.357529164290109
intensification,375058.1930561439,163046.2091764234,1895950.9284461308,518283.12914228544,-0.7457069062784971,0.2767089630283556,1.5594680374515995,1.280170578119123,-0.819327668091308,-1.4586901940441013,-3.514918049424088,7.994455484884584,16.376445280853556,-4.150771858914533,-0.6288843882290236,0.15735415714149978,-1.7817952253922864,0.21977153586070153,-3.806242951222887,0.529600061743905,-1.4314655005511203,-1.1050860329719008,2.68192334499557,-7.1855579638082006
mature,71164.23166923001,241939.89378105346,1031975.1147496757,436519.26778110454,1.3777284812204083,-0.7870596256220512,4.591628152806853,-0.0018211948384239535,-1.4182088899635044,-0.5886279905721574,-8.927700559700952,5.218332105882201,1.5334120805686036,5.052840099460762,0.7200670891606238,0.9860873864977246,0.7253468313076843,-1.6061535683100099,-2.787448093723582,0.5858133665948494,2.7342245768695457,0.1708958319501081,-0.23228714695422492,-0.039069391642074125
decay,131241.95573617172,105723.8910506647,775137.7637971871,286867.86674955295,1.2840465190467827,-0.46925529851086567,7.211062737265086,0.357692943776405,-1.1236154964565779,1.502823230046223,-5.630025193538127,4.739474404410907,-13.258906594469295,-29.42059946417636,0.32813408320380555,-0.20182469541458534,0.0410634220319135,-0.9784999425876437,-3.1129496856829526,-1.5439974184530532,1.9794701390244087,-5.97803374845669,-1.6543749303465962,0.5698979706247205
