,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,BΦZ,BΦE,Gz,Ge,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RKz,RGe,RKe
decay,628030.4577931622,154433.40340126253,2720800.750932052,221704.6413126095,-1.9464138618431335,-0.821972329026084,3.2082439602873594,-0.07180728215616346,-3.4234339084815795,3.108370289733995,14.49025092602796,2.13387185522406,-165.8555551033391,-182.9631109024296,-1.914655400924311,-1.2987241379307446,4.13351307332707,-1.649451165618358,-6.461914323172863,-2.5483010544907545,4.7885607909394325,-22.21399534764505,-4.007656408482432,-1.4021216672712922
intensification,1457006.072851232,188210.71439736322,4355872.620978801,416394.6178626559,0.8785836400759196,3.782269572147225,-12.106521867930086,5.081123230035518,4.457861303799293,-1.778589816581296,-57.03199737305784,1.8781404713519942,142.39917372199312,18.93070035795976,0.545121303883253,-1.3692330079710149,5.906145157355007,0.4578510447221787,23.079034848569293,0.7296169776397491,6.109137065778857,91.33897044948131,3.5352945191917677,-18.336168591677847
mature,2034665.2655820674,147566.6846837492,8457335.678996589,246462.81817751308,0.32853091986200533,1.58109701966861,-5.054612529057556,8.648613969528535,16.412757920960672,2.081820745190496,-16.173362198839772,1.2225191386365322,97.38296034548274,-36.632940178031674,-2.787930123117017,1.8590393955190767,-0.3141781628479582,-1.63116807544407,15.085766253537276,-2.514803767981524,-14.817308144278016,35.9852100615726,3.354528129225359,-17.440549405204145
decay 2,2017634.3693308677,58609.65975513987,8460674.411068093,105119.1840830454,-1.9072939256902903,0.20554489072192655,-2.6756917379619742,2.4300795783487397,3.079644975955267,1.0487580487377706,-5.964011346841295,-1.7784632071602988,-14.67651462880646,-51.24495369138771,-1.9088019924512096,0.8622738555827301,0.12941639374170988,-0.7214607374885885,-4.044733776923469,-1.1500452309549698,-4.65197761718192,6.5022632335700905,0.4543159014004536,-4.477353340105385
