,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,BΦZ,BΦE,Gz,Ge,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RKz,RGe,RKe
incipient,785935.9130885779,205154.1075410575,5878083.117166857,212184.61625628886,-6.262351832958055,1.1953057135225513,-1.89474704534372,5.957544765608131,14.47072815904777,3.28925688398481,-21.488003211891076,0.9783211242525646,378.0317553724978,381.7169479848525,-2.321982818910336,-1.0178539331291645,6.471912974629713,0.4868656159805784,36.697214515138725,1.0983891282722187,-13.065861303853561,66.34231660533159,1.9598477840813469,-7.732223806932197
intensification,676614.3867390523,101252.70861780779,6253702.647377255,266556.6172304346,-2.682932129899607,0.7577774207771122,-0.9245739095305038,4.634508819585976,9.48988605993844,0.5663337272710615,57.5952838345294,0.5579280956198757,46.85100970251247,22.883888658463764,-1.7230513696938694,1.1569860059134902,-3.668667198679202,-0.010375109358625156,-26.301945144496646,0.41101208520709553,-15.083707967740139,-80.28972293959595,3.3000225621791777,-5.705998739529259
mature,405062.20506498124,99521.83699235565,3186184.942239425,445826.8570873098,-5.993295026412423,0.3800576248018395,11.39888374657606,3.5012655718907206,-8.592559883886594,2.17742118439446,12.620538520919322,10.510509287970127,0.3615184331320506,30.927477040864694,0.07485262100068935,0.3739605033320228,-1.2277695991549074,-0.688060230131196,-3.610742583816573,5.654238991383625,1.7515528831211022,-21.636869824899534,0.2557265325632253,3.041347878098837
decay,522533.48418551305,101389.17677837821,3365710.7068007207,278422.62304093444,-3.830202002852536,-0.18214653763370547,5.586323484796333,0.30940902305386664,-0.42288663802829696,1.8078334837185692,24.58780580581047,-0.9614548093346883,79.86155249541103,61.9321746122347,-0.6573198516783996,0.34557959062832444,3.0747534678911013,-0.23074382815244449,3.892910871251244,-2.5535352824780975,-0.5147084345668417,-22.451016416503027,-1.5470217511834419,3.6848339885990598
